timestamp,clean_title,subject,verb,object,eval,palettes,legend,active_passive
20160408,"Tesla says gets over 325,000 reservations for new Model 3 sedan",Tesla,says,"gets over 325,000 reservations for new Model 3 sedan",5,#636363,say,
20160408,"Tesla says received more than 325,000 Model 3 reservations",Tesla,says,"received more than 325,000 Model 3 reservations",5,#636363,say,
20160408,Brazil's Barbosa says stimulus not enough to beat recession,Brazil's Barbosa,says,stimulus not enough to beat recession,6,#636363,say,
20160411,Strong earthquake shakes buildings across South Asia,Strong earthquake,shakes,buildings across South Asia,0,#e6550d,"hit, shake, strike",
20160418,"Nikkei tumbles as earthquake, strong yen reduce risk appetites",Nikkei,tumbles,"as earthquake, strong yen reduce risk appetites",0,#8c6d31,"cause, dip, drag, fall, ...",
20160418,Earthquake measuring 6.1 strikes southeast of Tonga,Earthquake,measuring,6.1 strikes southeast of Tonga,0,#31a354,measuring,
20160418,"Major earthquake rocks Ecuador, killing at least 41","Major earthquake rocks Ecuador,",killing,at least 41,0,#393b79,"kill, injure, rise",
20160419,UAE fund says Malaysia's 1MDB in default on $1 billion deal,UAE fund,says,Malaysia's 1MDB in default on $1 billion deal,7,#636363,say,
20160419,UAE fund says Malaysia's 1MDB in default on $1 bln deal,UAE fund,says,Malaysia's 1MDB in default on $1 bln deal,7,#636363,say,
20160419,UAE's IPIC says Malaysia's 1MDB in default on June rescue deal,UAE's IPIC,says,Malaysia's 1MDB in default on June rescue deal,7,#636363,say,
20160419,"Nikkei tumbles as earthquake, strong yen reduce risk appetite",Nikkei,tumbles,"as earthquake, strong yen reduce risk appetite",0,#8c6d31,"cause, dip, drag, fall, ...",
20160420,Apple hires former tesla engineer Chris Porritt to electric car team,Apple,hires,former tesla engineer Chris Porritt to electric car team,4,#fdd0a2,hire,
20160421,Tesla says will post its Q1 financial results on May 4,Tesla,says,will post its Q1 financial results on May 4,5,#636363,say,
20160421,Moody's says EMEA corporate defaults set to increase,Moody's,says,EMEA corporate defaults set to increase,7,#636363,say,
20160421,U.S. junk bond default rate seen rising to near 6 percent -Moody's,U.S. junk bond default rate,seen rising,to near 6 percent -Moody's,7,#f7fcb9,rise,
20160421,Google faces EU charges over Android 'abuse',Google,faces,EU charges over Android 'abuse',2,#e7ba52,"face, settle, raid, investigate, ...",
20160423,"Argentina says #CiaoDefault, paying holdouts after 14 years",Argentina,says,"#CiaoDefault, paying holdouts after 14 years",7,#636363,say,
20160423,General Motors says adjusts production in wake of Japan earthquakes,General Motors,says,adjusts production in wake of Japan earthquakes,0,#636363,say,
20160426,Malaysia's 1MDB says limited default from non-payment of coupon,Malaysia's 1MDB,says,limited default from non-payment of coupon,7,#636363,say,
20160426,Facebook developing camera app similar to Snapchat,Facebook,developing,camera app similar to Snapchat,3,#6baed6,developing,
20160426,Moody's says Valeant's receipt of more notices of default is negative development,Moody's,says,Valeant's receipt of more notices of default is negative development,7,#636363,say,
20160426,BRIEF-Facebook in early stages of developing standalone camera app similar to Snapchat,BRIEF-Facebook in early stages of,developing,standalone camera app similar to Snapchat,3,#6baed6,developing,
20160426,UAE's IPIC says would make 1MDB payment after default,UAE's IPIC,says,would make 1MDB payment after default,7,#636363,say,
20160427,Apple says FBI gave it first vulnerability tip on April 14,Apple,says,FBI gave it first vulnerability tip on April 14,4,#636363,say,
20160427,Malaysia's 1MDB says in default after missed bond payment,Malaysia's 1MDB,says,in default after missed bond payment,7,#636363,say,
20160428,Facebook says VR to not have material impact on 2016 rev,Facebook,says,VR to not have material impact on 2016 rev,3,#636363,say,
20160428,Facebook plans new non-voting shares to keep Zuckerberg at helm,Facebook,plans,new non-voting shares to keep Zuckerberg at helm,3,#d62728,"launch, unveil, introduce",
20160428,Facebook reports Q1 GAAP earnings per share $0.52,Facebook,reports,Q1 GAAP earnings per share $0.52,3,#636363,say,
20160428,"Tornadoes, strong storms hit central U.S. states","Tornadoes, strong storms",hit,central U.S. states,1,#e6550d,"hit, shake, strike",
20160429,Facebook says government requests for data continue to rise,Facebook,says,government requests for data continue to rise,3,#636363,say,
20160429,Bradesco sees provisions within goal despite rising Brazil defaults,Bradesco,sees,provisions within goal despite rising Brazil defaults,7,#ad494a,"see, predict, warn",
20160429,Volkswagen says not in talks with Apple or Google,Volkswagen,says,not in talks with Apple or Google,2,#636363,say,
20160429,"Axis says supplier affected by Japanese earthquake, could have effect on sales",Axis,says,"supplier affected by Japanese earthquake, could have effect on sales",0,#636363,say,
20160429,Magnitude 5.2 earthquake felt in southwestern France,Magnitude 5.2 earthquake,felt,in southwestern France,0,#7b4173,"felt, seen, rattle",
20160503,Canada oil company Lightstream says risk of mid-June debt default,Canada oil company Lightstream,says,risk of mid-June debt default,7,#636363,say,
20160503,Japan final April manufacturing PMI hits lowest since Jan 2013 after Kumamoto earthquake,Japan final April manufacturing PMI,hits,lowest since Jan 2013 after Kumamoto earthquake,0,#e6550d,"hit, shake, strike",
20160504,Google to buy minivans for self-driving tests from Fiat Chrysler,Google,to buy,minivans for self-driving tests from Fiat Chrysler,2,#1f77b4,"buy, invest, acquire",
20160505,Fed's Kashkari says he does not expect U.S. recession this year,Fed's Kashkari,says,he does not expect U.S. recession this year,6,#636363,say,
20160505,Apple loses China trademark case for 'iPhone' on leather goods,Apple,loses,China trademark case for 'iPhone' on leather goods,4,#c7e9c0,loses,
20160505,Itaú sees signs that Brazil defaults have stopped worsening,Itaú,sees,signs that Brazil defaults have stopped worsening,7,#ad494a,"see, predict, warn",
20160506,Apple says app store is back up,Apple,says,app store is back up,4,#636363,say,
20160506,Fiat Chrysler says self-driving car deal with Google not exclusive,Fiat Chrysler,says,self-driving car deal with Google not exclusive,2,#636363,say,
20160506,Apple loses China fight over iPhone name,Apple,loses,China fight over iPhone name,4,#c7e9c0,loses,
20160507,PowerSecure International says lenders waived default from loan of up to $25 mln,PowerSecure International,says,lenders waived default from loan of up to $25 mln,7,#636363,say,
20160508,Suspected tornado hits northeastern Colorado,Suspected tornado,hits,northeastern Colorado,1,#e6550d,"hit, shake, strike",
20160509,Malaysia's 1MDB says to engage bondholders following default,Malaysia's 1MDB,says,to engage bondholders following default,7,#636363,say,
20160510,"Large tornado hits south of Oklahoma City, two dead",Large tornado,hits,"south of Oklahoma City, two dead",1,#e6550d,"hit, shake, strike",
20160510,"Large tornado hits south of Oklahoma City, one death",Large tornado,hits,"south of Oklahoma City, one death",1,#e6550d,"hit, shake, strike",
20160511,Tesla says it has not finalized 2017 Model 3 design,Tesla,says,it has not finalized 2017 Model 3 design,5,#636363,say,
20160512,TSMC says it sees no impact from earthquake at Hsinchu,TSMC,says,it sees no impact from earthquake at Hsinchu,0,#636363,say,
20160512,Google says 'no' to payday lender ads,Google,says,'no' to payday lender ads,2,#636363,say,
20160513,Apple invests $1 bln in Didi Chuxing,Apple,invests,$1 bln in Didi Chuxing,4,#1f77b4,"buy, invest, acquire",
20160513,Bank of England says Brexit slowdown could lead to recession,Bank of England,says,Brexit slowdown could lead to recession,6,#636363,say,
20160514,Apple invests $1 billion in Chinese ride-hailing service Didi Chuxing,Apple,invests,$1 billion in Chinese ride-hailing service Didi Chuxing,4,#1f77b4,"buy, invest, acquire",
20160514,Facebook launches investigation into report of political bias,Facebook,launches,investigation into report of political bias,3,#d62728,"launch, unveil, introduce",
20160514,Apple invests $1 bln in Chinese ride-hailing service Didi Chuxing,Apple,invests,$1 bln in Chinese ride-hailing service Didi Chuxing,4,#1f77b4,"buy, invest, acquire",
20160516,Google faces record 3 bln euro EU antitrust fine -Telegraph,Google,faces,record 3 bln euro EU antitrust fine -Telegraph,2,#e7ba52,"face, settle, raid, investigate, ...",
20160517,Oracle co-CEO says it did not buy Sun Micro to sue Google,Oracle co-CEO,says,it did not buy Sun Micro to sue Google,2,#636363,say,
20160517,Facebook to sell video ads on behalf of other firms,Facebook,to sell,video ads on behalf of other firms,3,#aec7e8,sell,
20160517,Buffett's Berkshire invests in Apple,Buffett's Berkshire,invests,in Apple,4,#1f77b4,"buy, invest, acquire",
20160517,Google faces record three billion euro EU antitrust fine,Google,faces,record three billion euro EU antitrust fine,2,#e7ba52,"face, settle, raid, investigate, ...",
20160518,Oracle co-CEO says Google caused Oracle revenue to plummet,Oracle co-CEO,says,Google caused Oracle revenue to plummet,2,#636363,say,
20160519,"Google unveils Google Home, looks to compete with Amazon's Echo",Google,unveils,"Google Home, looks to compete with Amazon's Echo",2,#d62728,"launch, unveil, introduce",
20160519,Brazil's CCEE says electricity distributors in default for large amounts,Brazil's CCEE,says,electricity distributors in default for large amounts,7,#636363,say,
20160519,"Japan's economy dodges recession in first-quarter, sales tax decision eyed",Japan's economy,dodges,"recession in first-quarter, sales tax decision eyed",6,#bdbdbd,"dodge, exit",
20160519,"Japan's economy dodges recession in Q1, sales tax decision eyed",Japan's economy,dodges,"recession in Q1, sales tax decision eyed",6,#bdbdbd,"dodge, exit",
20160519,Google launches Google Assistant,Google,launches,Google Assistant,2,#d62728,"launch, unveil, introduce",
20160519,Japan's economy dodges recession,Japan's economy,dodges,recession,6,#bdbdbd,"dodge, exit",
20160520,BRIEF-YouTube announces new VR app at Google I/O,BRIEF-YouTube,announces,new VR app at Google I/O,2,#636363,say,
20160520,moody's says Indian auto ABS defaults will remain low,moody's,says,Indian auto ABS defaults will remain low,7,#636363,say,
20160521,"Fitch says recession to hurt Taiwan banks' earnings, asset quality",Fitch,says,"recession to hurt Taiwan banks' earnings, asset quality",6,#636363,say,
20160524,Facebook says no evidence of political bias found on 'Trending Topics',Facebook,says,no evidence of political bias found on 'Trending Topics',3,#636363,say,
20160524,Government warns of Brexit recession risk,Government,warns,of Brexit recession risk,6,#ad494a,"see, predict, warn",
20160525,Investigators raid Google Paris HQ in tax evasion inquiry,Investigators,raid,Google Paris HQ in tax evasion inquiry,2,#e7ba52,"face, settle, raid, investigate, ...",
20160525,"Google says complies with French law, cooperating with authorities",Google,says,"complies with French law, cooperating with authorities",2,#636363,say,
20160525,French investigators raid Google's Paris HQ over tax case,French investigators,raid,Google's Paris HQ over tax case,2,#e7ba52,"face, settle, raid, investigate, ...",
20160525,South Korea's Mando in talks to supply parts for Tesla's Model 3,South Korea's Mando in talks,to supply,parts for Tesla's Model 3,5,#fc4e2a,"supply, making",
20160525,UPDATE 1-S.Korea's Mando in talks to supply parts for Tesla's Model 3,UPDATE 1-S.Korea's Mando in talks,to supply,parts for Tesla's Model 3,5,#fc4e2a,"supply, making",
20160525,S.Korea's Mando in talks to supply parts for Tesla's Model 3,S.Korea's Mando in talks,to supply,parts for Tesla's Model 3,5,#fc4e2a,"supply, making",
20160526,Brazil defaults hit record in April as lending tightens,Brazil defaults,hit,record in April as lending tightens,7,#e377c2,"hit, fall, sink, suffer",
20160526,Brazil loan defaults hit record in April as lending shrinks,Brazil loan defaults,hit,record in April as lending shrinks,7,#e377c2,"hit, fall, sink, suffer",
20160526,Magnitude 5.5 earthquake strikes off Greek island,Magnitude 5.5 earthquake,strikes,off Greek island,0,#e6550d,"hit, shake, strike",
20160527,Mozambique tuna bond yield hits record high on default fears,Mozambique tuna bond yield,hits,record high on default fears,7,#e377c2,"hit, fall, sink, suffer",
20160528,"Facebook expands ads on third-party apps, websites to beyond users",Facebook,expands,"ads on third-party apps, websites to beyond users",3,#d62728,"launch, unveil, introduce",
20160528,Earthquake measuring 6.3 magnitude strikes deep off Tonga,Earthquake,measuring,6.3 magnitude strikes deep off Tonga,0,#31a354,measuring,
20160601,Mozambique currency hits record low on default fears,Mozambique currency,hits,record low on default fears,7,#e377c2,"hit, fall, sink, suffer",
